review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,keywords,themes
7c2e2e1a-16d8-4467-acd9-388bae0311e8,Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,"['good', 'mobile', 'banking', 'app', 'ever', 'good mobile', 'mobile banking', 'banking app', 'app ever', 'good mobile banking', 'mobile banking app', 'banking app ever']",['Other']
531d03e8-0b11-4188-9b65-f1fd66ceb1c3,good,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
58914b15-cc76-4efe-a0f8-c631dc545bce,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'issue', 'like', 'not', 'give', 'right', 'amount', 'bank', 'issue', 'transfer', 'good app', 'app issue', 'issue like', 'like not', 'not give', 'give right', 'right amount', 'amount bank', 'bank issue', 'issue transfer', 'good app issue', 'app issue like', 'issue like not', 'like not give', 'not give right', 'give right amount', 'right amount bank', 'amount bank issue', 'bank issue transfer']",['Transaction Performance']
b69a7a1b-1955-4657-bb3c-7018b89f00d4,Good,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
3ea307ee-2f00-4c8d-bd3e-6da79fd3fcfd,👌👍,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,[],['Other']
0d4aa2d9-5a2d-4da4-8ec1-0b02b17a7008,very niec,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,['niec'],['Other']
dd8807ce-8762-49bc-ab2b-299945d1fa75,best app of finance,5,2025-06-04,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'finance', 'good app', 'app finance', 'good app finance']",['Other']
6d1912aa-0d47-4ffa-b806-58c7fb54bbfc,yetemeta,1,2025-06-03,CBE,Google Play,NEUTRAL,0.0,['yetemeta'],['Other']
74b72d09-747a-4dc4-b3d7-de67497d8760,Engida Kebede Fetera,5,2025-06-03,CBE,Google Play,NEUTRAL,0.0,"['engida', 'kebede', 'fetera', 'engida kebede', 'kebede fetera', 'engida kebede fetera']",['Other']
e0c69ead-7e1d-4d69-be61-fed0cf7d1150,good,5,2025-06-03,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
e551bfed-781b-47b7-9f91-bf469ef82599,it is not safety,1,2025-06-03,CBE,Google Play,NEUTRAL,0.0,['safety'],['Other']
c1152832-2dfa-479b-89ad-3cab3d43ebd8,NICE bank,5,2025-06-03,CBE,Google Play,NEUTRAL,0.0,"['nice', 'bank', 'nice bank']",['Other']
f29de019-1d6d-4cb7-a835-5126d053da9a,it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,Google Play,NEUTRAL,0.0,"['like', 'childish', 'app', 'make', 'well', 'bad', 'ever', 'see', 'like childish', 'childish app', 'app make', 'make well', 'well bad', 'bad ever', 'ever see', 'like childish app', 'childish app make', 'app make well', 'make well bad', 'well bad ever', 'bad ever see']",['Other']
986ad430-02d6-4cd8-a2cd-437378816dd3,"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play,NEUTRAL,0.0,"['problem', 'solver', 'application', 'go', 'ahead', 'cbe', 'love', 'much', 'problem solver', 'solver application', 'application go', 'go ahead', 'ahead cbe', 'cbe love', 'love much', 'problem solver application', 'solver application go', 'application go ahead', 'go ahead cbe', 'ahead cbe love', 'cbe love much']",['Other']
055e9e63-91a2-4175-8c30-674e6b420f6d,It's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play,NEUTRAL,0.0,"['good', 'try', 'make', 'facilitate', 'client', 'good try', 'try make', 'make facilitate', 'facilitate client', 'good try make', 'try make facilitate', 'make facilitate client']",['Other']
14f7af3f-f45e-41d6-a583-cb49eac9b58c,best app,5,2025-06-01,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'good app']",['Other']
6691bc8a-c7b5-4497-9f7b-22f4a40237ef,Awesome bank,5,2025-06-01,CBE,Google Play,NEUTRAL,0.0,"['awesome', 'bank', 'awesome bank']",['Other']
fa6e98bc-0a2e-4009-97fb-449b05b08263,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play,NEUTRAL,0.0,"['app', 'develop', 'good', 'way', 'comment', 'need', 'make', 'prevent', 'screenshot', 'likely', 'good', 'someone', 'like', 'coz', 'need', 'make', 'screenshot', 'quick', 'evidence', 'would', 'good', 'make', 'we', 'access', 'recent', 'transaction', 'history', 'day', 'coz', 'go', 'bank', 'person', 'see', 'old', 'transaction', 'add', 'colander', 'category', 'user', 'easily', 'access', 'old', 'transaction', 'colander', 'app develop', 'develop good', 'good way', 'way comment', 'comment need', 'need make', 'make prevent', 'prevent screenshot', 'screenshot likely', 'likely good', 'good someone', 'someone like', 'like coz', 'coz need', 'need make', 'make screenshot', 'screenshot quick', 'quick evidence', 'evidence would', 'would good', 'good make', 'make we', 'we access', 'access recent', 'recent transaction', 'transaction history', 'history day', 'day coz', 'coz go', 'go bank', 'bank person', 'person see', 'see old', 'old transaction', 'transaction add', 'add colander', 'colander category', 'category user', 'user easily', 'easily access', 'access old', 'old transaction', 'transaction colander', 'app develop good', 'develop good way', 'good way comment', 'way comment need', 'comment need make', 'need make prevent', 'make prevent screenshot', 'prevent screenshot likely', 'screenshot likely good', 'likely good someone', 'good someone like', 'someone like coz', 'like coz need', 'coz need make', 'need make screenshot', 'make screenshot quick', 'screenshot quick evidence', 'quick evidence would', 'evidence would good', 'would good make', 'good make we', 'make we access', 'we access recent', 'access recent transaction', 'recent transaction history', 'transaction history day', 'history day coz', 'day coz go', 'coz go bank', 'go bank person', 'bank person see', 'person see old', 'see old transaction', 'old transaction add', 'transaction add colander', 'add colander category', 'colander category user', 'category user easily', 'user easily access', 'easily access old', 'access old transaction', 'old transaction colander']",['Account Access Issues']
b84f1fc8-d68a-4b7c-a26a-4a1891f31eab,Masha alla,5,2025-05-31,CBE,Google Play,NEUTRAL,0.0,"['masha', 'alla', 'masha alla']",['Other']
f5e52b01-bae9-455a-be86-4618ed9c8b5e,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play,NEUTRAL,0.0,"['recently', 'big', 'problem', 'send', 'safaricom', 'telebir', 'even', 'cbebirr', 'wallet', 'could', 'anybody', 'responsible', 'fix', 'frustrating', 'day', 'money', 'return', 'take', 'account', 'send', 'mpesa', 'correct', 'send', 'back', 'money', 'still', 'afraid', 'send', 'recently big', 'big problem', 'problem send', 'send safaricom', 'safaricom telebir', 'telebir even', 'even cbebirr', 'cbebirr wallet', 'wallet could', 'could anybody', 'anybody responsible', 'responsible fix', 'fix frustrating', 'frustrating day', 'day money', 'money return', 'return take', 'take account', 'account send', 'send mpesa', 'mpesa correct', 'correct send', 'send back', 'back money', 'money still', 'still afraid', 'afraid send', 'recently big problem', 'big problem send', 'problem send safaricom', 'send safaricom telebir', 'safaricom telebir even', 'telebir even cbebirr', 'even cbebirr wallet', 'cbebirr wallet could', 'wallet could anybody', 'could anybody responsible', 'anybody responsible fix', 'responsible fix frustrating', 'fix frustrating day', 'frustrating day money', 'day money return', 'money return take', 'return take account', 'take account send', 'account send mpesa', 'send mpesa correct', 'mpesa correct send', 'correct send back', 'send back money', 'back money still', 'money still afraid', 'still afraid send']",['Other']
9e955d71-62a2-4697-bbab-c380e2f0b024,better service,5,2025-05-31,CBE,Google Play,NEUTRAL,0.0,"['well', 'service', 'well service']",['Other']
6ca6d9cf-3322-44ae-b7ce-7927aa022257,"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'time', 'manager', 'good app', 'app time', 'time manager', 'good app time', 'app time manager']",['Other']
89429b30-111a-4f8c-83da-be8ff77f52f6,malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play,NEUTRAL,0.0,"['malkaamuu', 'jiidhaa', 'namoo', 'malkaamuu jiidhaa', 'jiidhaa namoo', 'malkaamuu jiidhaa namoo']",['Other']
6e887f2a-ae61-4916-a618-6974354663b0,lower system everything,3,2025-05-30,CBE,Google Play,NEUTRAL,0.0,"['low', 'system', 'everything', 'low system', 'system everything', 'low system everything']",['Other']
dfc6f2a1-8db2-4b28-bd39-344b698dc36e,Nice!,5,2025-05-30,CBE,Google Play,NEUTRAL,0.0,['nice'],['Other']
c4d67fac-dee6-4f94-97b7-09d18fadd72f,Keep it up My CBE,5,2025-05-29,CBE,Google Play,NEUTRAL,0.0,"['keep', 'cbe', 'keep cbe']",['Other']
525b3bd9-5995-41e2-8bf5-43f82eb77c03,yes good,5,2025-05-28,CBE,Google Play,NEUTRAL,0.0,"['yes', 'good', 'yes good']",['Other']
bbeb7721-1983-4c0e-9549-4b4cef7e88fc,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play,NEUTRAL,0.0,"['use', 'app', 'last', 'two', 'year', 'problem', 'stop', 'work', 'month', 'ago', 'try', 'transfer', 'fund', 'give', 'error', 'can', 'transaction', 'inactive', 'account', 'use app', 'app last', 'last two', 'two year', 'year problem', 'problem stop', 'stop work', 'work month', 'month ago', 'ago try', 'try transfer', 'transfer fund', 'fund give', 'give error', 'error can', 'can transaction', 'transaction inactive', 'inactive account', 'use app last', 'app last two', 'last two year', 'two year problem', 'year problem stop', 'problem stop work', 'stop work month', 'work month ago', 'month ago try', 'ago try transfer', 'try transfer fund', 'transfer fund give', 'fund give error', 'give error can', 'error can transaction', 'can transaction inactive', 'transaction inactive account']","['Transaction Performance', 'Reliability']"
4ef775e1-6811-4b2b-a4a8-e4ded0b2fc2e,i like everything of this app,5,2025-05-27,CBE,Google Play,NEUTRAL,0.0,"['like', 'everything', 'app', 'like everything', 'everything app', 'like everything app']",['Other']
583367c8-5256-42a8-8653-a3dda0244d90,good,5,2025-05-27,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
31a5286c-c42b-412d-a108-42427a86e3a0,🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play,NEUTRAL,0.0,['network'],['Other']
37efa745-9709-4b47-91e1-918daee36977,Best,5,2025-05-26,CBE,Google Play,NEUTRAL,0.0,['well'],['Other']
18448791-8222-4f96-b9aa-701f406473f3,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play,NEUTRAL,0.0,"['cbe', 'good', 'financial', 'application', 'dimple', 'use', 'would', 'like', 'say', 'thank', 'much', 'developer', 'application', 'really', 'appreciate', 'app', 'cbe good', 'good financial', 'financial application', 'application dimple', 'dimple use', 'use would', 'would like', 'like say', 'say thank', 'thank much', 'much developer', 'developer application', 'application really', 'really appreciate', 'appreciate app', 'cbe good financial', 'good financial application', 'financial application dimple', 'application dimple use', 'dimple use would', 'use would like', 'would like say', 'like say thank', 'say thank much', 'thank much developer', 'much developer application', 'developer application really', 'application really appreciate', 'really appreciate app']",['Other']
5d7115e6-fea0-4f03-9286-d0abadc13f58,nice,5,2025-05-26,CBE,Google Play,NEUTRAL,0.0,['nice'],['Other']
e1d115b8-1cfc-4166-846a-63dbdb9d8810,good job,5,2025-05-26,CBE,Google Play,NEUTRAL,0.0,"['good', 'job', 'good job']",['Other']
cfa1f3c8-779e-47db-b196-889c35528a41,Good,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
2636af09-9bdb-41db-bd7f-a3bfcc032480,it's awesome!!,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,['awesome'],['Other']
1eb306a0-4029-4976-b8fd-de1b92f26f63,best,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,['well'],['Other']
44d0e43a-fa91-4ffe-bb31-20de1a9f2383,thankyou every one,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['thankyou', 'every', 'one', 'thankyou every', 'every one', 'thankyou every one']",['Other']
2f1ba3b2-3583-4473-a5f1-c78d0d1cf9db,best app,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'good app']",['Other']
62ed17fd-bfb6-4c6e-8229-6e294dc945b8,Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,['ronaldo'],['Other']
0f613cc8-1414-48ce-af76-ae39cd4644fd,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['app', 'absolutely', 'fantastic', 'love', 'enjoy', 'let', 'we', 'support', 'foundation', 'together', 'app absolutely', 'absolutely fantastic', 'fantastic love', 'love enjoy', 'enjoy let', 'let we', 'we support', 'support foundation', 'foundation together', 'app absolutely fantastic', 'absolutely fantastic love', 'fantastic love enjoy', 'love enjoy let', 'enjoy let we', 'let we support', 'we support foundation', 'support foundation together']",['Customer Support']
1997427a-4026-4d70-9a23-7dca56ca9868,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['cbe', 'app', 'highly', 'unreliable', 'recent', 'week', 'frequently', 'fail', 'work', 'properly', 'ethio', 'telecom', 'safaricom', 'network', 'whether', 'use', 'wi', 'fi', 'mobile', 'datum', 'week', 'system', 'entirely', 'extended', 'period', 'make', 'difficult', 'access', 'banking', 'service', 'app', 'function', 'intermittently', 'lack', 'consistency', 'frustrating', 'hope', 'issue', 'address', 'soon', 'non', 'technical', 'influence', 'remove', 'essential', 'service', 'cbe app', 'app highly', 'highly unreliable', 'unreliable recent', 'recent week', 'week frequently', 'frequently fail', 'fail work', 'work properly', 'properly ethio', 'ethio telecom', 'telecom safaricom', 'safaricom network', 'network whether', 'whether use', 'use wi', 'wi fi', 'fi mobile', 'mobile datum', 'datum week', 'week system', 'system entirely', 'entirely extended', 'extended period', 'period make', 'make difficult', 'difficult access', 'access banking', 'banking service', 'service app', 'app function', 'function intermittently', 'intermittently lack', 'lack consistency', 'consistency frustrating', 'frustrating hope', 'hope issue', 'issue address', 'address soon', 'soon non', 'non technical', 'technical influence', 'influence remove', 'remove essential', 'essential service', 'cbe app highly', 'app highly unreliable', 'highly unreliable recent', 'unreliable recent week', 'recent week frequently', 'week frequently fail', 'frequently fail work', 'fail work properly', 'work properly ethio', 'properly ethio telecom', 'ethio telecom safaricom', 'telecom safaricom network', 'safaricom network whether', 'network whether use', 'whether use wi', 'use wi fi', 'wi fi mobile', 'fi mobile datum', 'mobile datum week', 'datum week system', 'week system entirely', 'system entirely extended', 'entirely extended period', 'extended period make', 'period make difficult', 'make difficult access', 'difficult access banking', 'access banking service', 'banking service app', 'service app function', 'app function intermittently', 'function intermittently lack', 'intermittently lack consistency', 'lack consistency frustrating', 'consistency frustrating hope', 'frustrating hope issue', 'hope issue address', 'issue address soon', 'address soon non', 'soon non technical', 'non technical influence', 'technical influence remove', 'influence remove essential', 'remove essential service']",['Account Access Issues']
9801eee0-f05a-40ba-8434-04dabf9d1e50,mortuary app,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['mortuary', 'app', 'mortuary app']",['Other']
1a5d0f44-5152-452c-a25f-9923e3746dca,it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play,NEUTRAL,0.0,"['smart', 'app', 'stop', 'period', 'time', 'device', 'reason', 'smart app', 'app stop', 'stop period', 'period time', 'time device', 'device reason', 'smart app stop', 'app stop period', 'stop period time', 'period time device', 'time device reason']",['Other']
328f622f-23cf-413c-8127-707c1cc965ba,amazing app I am used this app for one year,4,2025-05-24,CBE,Google Play,NEUTRAL,0.0,"['amazing', 'app', 'use', 'app', 'one', 'year', 'amazing app', 'app use', 'use app', 'app one', 'one year', 'amazing app use', 'app use app', 'use app one', 'app one year']",['Other']
e254d70a-29ac-4e21-b6b6-caa4bbcc8420,👍,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,[],['Other']
b9aaa089-a6c8-4dc9-a8ba-018f3a869f36,good app,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'good app']",['Other']
5a4f6561-e6e1-487d-8ab0-c23c55d2ac4e,i love it 😍😘,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,['love'],['Other']
8b99db03-2515-4d62-b65a-979673d7f1e5,It makes life easy!👌,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,"['make', 'life', 'easy', 'make life', 'life easy', 'make life easy']",['Other']
6a41ac42-5bb6-4edd-a12e-1d554fe407ba,its not fast,1,2025-05-24,CBE,Google Play,NEUTRAL,0.0,['fast'],['Transaction Performance']
dbe11481-676a-4338-b996-b69ee7adcadb,wow,4,2025-05-24,CBE,Google Play,NEUTRAL,0.0,['wow'],['Other']
a9089e2c-c2fb-4ee8-911a-24f382c94bc2,it is sooo good,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,"['sooo', 'good', 'sooo good']",['Other']
e820af13-c898-4ed1-b06d-5f937dd37986,excellent,5,2025-05-24,CBE,Google Play,NEUTRAL,0.0,['excellent'],['Other']
67157a83-7be7-4025-9e8a-979c2504d41d,ok,1,2025-05-24,CBE,Google Play,NEUTRAL,0.0,['ok'],['Other']
ecd1c6d9-e30f-4877-8c51-4b80e631fbbf,Fantastic,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,['fantastic'],['Other']
55f2de02-67cc-4638-8784-dbb8c652cd26,accessible to using,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,"['accessible', 'use', 'accessible use']",['Other']
0e82296f-c3d5-4aec-96fa-143ca22637b0,I like it,4,2025-05-23,CBE,Google Play,NEUTRAL,0.0,['like'],['Other']
f432fb89-d834-44d5-b5ad-cfc033b46de9,good,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,['good'],['Other']
4949d22e-6b27-44e0-9946-61471f99b422,why you change default network?,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,"['change', 'default', 'network', 'change default', 'default network', 'change default network']",['Other']
500cbbb7-c789-4661-951c-ca6b4c64156c,very nice 👍,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,['nice'],['Other']
4a12ebf7-f2e8-4a3b-b058-dfea6c289db8,nice fast app,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,"['nice', 'fast', 'app', 'nice fast', 'fast app', 'nice fast app']",['Transaction Performance']
d42f76f2-5ae4-44e2-bfee-afd81856f18e,best,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,['well'],['Other']
237346d1-4b71-4c08-8c7d-301d251b4e2b,how to I get my money,5,2025-05-23,CBE,Google Play,NEUTRAL,0.0,"['get', 'money', 'get money']",['Other']
9f5d3430-ba3d-4016-b276-b21235dcafa6,"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['bad', 'can', 'even', 'load', 'need', 'improve', 'service', 'bad can', 'can even', 'even load', 'load need', 'need improve', 'improve service', 'bad can even', 'can even load', 'even load need', 'load need improve', 'need improve service']",['Other']
98e00993-ca48-4ff6-9b60-3d12cd7ef68b,"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['good', 'app', 'please', 'make', 'reliable', 'crash', 'sometimes', 'good app', 'app please', 'please make', 'make reliable', 'reliable crash', 'crash sometimes', 'good app please', 'app please make', 'please make reliable', 'make reliable crash', 'reliable crash sometimes']",['Reliability']
5a5839bc-56f0-4dec-ae36-ff7a3c1ed8c8,very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['busy', 'know', 'prefer', 'busy know', 'know prefer', 'busy know prefer']",['Other']
b89f0f50-fdac-4e56-b8a3-0dfce9596340,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['sometimes', 'nasty', 'lag', 'several', 'hour', 'fix', 'rest', 'sometimes nasty', 'nasty lag', 'lag several', 'several hour', 'hour fix', 'fix rest', 'sometimes nasty lag', 'nasty lag several', 'lag several hour', 'several hour fix', 'hour fix rest']",['Other']
391fc0a9-edfe-469c-8369-ee16365d4853,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['boring', 'mobil', 'banking', 'application', 'use', 'alternative', 'private', 'bank', 'mobile', 'banking', 'app', 'boring mobil', 'mobil banking', 'banking application', 'application use', 'use alternative', 'alternative private', 'private bank', 'bank mobile', 'mobile banking', 'banking app', 'boring mobil banking', 'mobil banking application', 'banking application use', 'application use alternative', 'use alternative private', 'alternative private bank', 'private bank mobile', 'bank mobile banking', 'mobile banking app']",['Other']
e497b317-4407-4721-a7aa-e97718d32aa4,hojii bonsaadha,5,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['hojii', 'bonsaadha', 'hojii bonsaadha']",['Other']
7eca7d57-ad93-490b-8270-e0dd394e8afd,ok,5,2025-05-22,CBE,Google Play,NEUTRAL,0.0,['ok'],['Other']
8b5fbe42-e214-4f5a-8224-352db3b77c51,user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,NEUTRAL,0.0,"['user', 'friendly', 'app', 'easy', 'user friendly', 'friendly app', 'app easy', 'user friendly app', 'friendly app easy']",['Other']
